Indicator,ReporterCode,ReporterISO3A,Reporter,ProductCode,Product,Year,Value
Import,512,OMN,Oman,MAMTAU,Automotive products,2019,1603
Import,044,BHS,Bahamas,MAMTAU,Automotive products,2019,187
Import,258,PYF,French Polynesia,MAMTAU,Automotive products,2019,157
Import,324,GIN,Guinea,MAMTAU,Automotive products,2019,253
Import,266,GAB,Gabon,MAMTAU,Automotive products,2019,165
Import,120,CMR,Cameroon,MAMTAU,Automotive products,2019,238
Import,050,BGD,Bangladesh,MAMTAU,Automotive products,2019,1254
Import,090,SLB,Solomon Islands,MAMTAU,Automotive products,2019,29
Import,585,PLW,Palau,MAMTAU,Automotive products,2019,6
Import,296,KIR,Kiribati,MAMTAU,Automotive products,2019,6
Import,304,GRL,Greenland,MAMTAU,Automotive products,2019,32
Import,012,DZA,Algeria,MAMTAU,Automotive products,2019,3517
Import,368,IRQ,Iraq,MAMTAU,Automotive products,2019,3326
Import,466,MLI,Mali,MAMTAU,Automotive products,2019,226
Import,659,KNA,Saint Kitts and Nevis,MAMTAU,Automotive products,2019,24
Import,591,PAN,Panama,MAMTAU,Automotive products,2019,1231
Import,434,LBY,Libya,MAMTAU,Automotive products,2019,1501
Import,140,CAF,Central African Republic,MAMTAU,Automotive products,2019,82
Import,191,HRV,Croatia,MAMTAU,Automotive products,2019,2218
Import,740,SUR,Suriname,MAMTAU,Automotive products,2020,93
Import,760,SYR,Syrian Arab Republic,MAMTAU,Automotive products,2020,116
Import,862,VEN,"Venezuela, Bolivarian Republic of",MAMTAU,Automotive products,2020,205
Import,496,MNG,Mongolia,MAMTAU,Automotive products,2020,614
Import,000,,World,MAMTAU,Automotive products,2019,1537005
Import,670,VCT,Saint Vincent and the Grenadines,MAMTAU,Automotive products,2020,8
Import,678,STP,Sao Tomé and Principe,MAMTAU,Automotive products,2020,4
Import,694,SLE,Sierra Leone,MAMTAU,Automotive products,2020,58
Import,434,LBY,Libya,MAMTAU,Automotive products,2020,916
Import,659,KNA,Saint Kitts and Nevis,MAMTAU,Automotive products,2020,13
Import,090,SLB,Solomon Islands,MAMTAU,Automotive products,2020,24
Import,368,IRQ,Iraq,MAMTAU,Automotive products,2020,2265
Import,044,BHS,Bahamas,MAMTAU,Automotive products,2020,44
Import,887,YEM,Yemen,MAMTAU,Automotive products,2020,162
Import,788,TUN,Tunisia,MAMTAU,Automotive products,2020,1124
Import,024,AGO,Angola,MAMTAU,Automotive products,2020,322
Import,776,TON,Tonga,MAMTAU,Automotive products,2019,11
Import,760,SYR,Syrian Arab Republic,MAMTAU,Automotive products,2019,275
Import,862,VEN,"Venezuela, Bolivarian Republic of",MAMTAU,Automotive products,2019,194
Import,702,SGP,Singapore,MAMTAU,Automotive products,2019,4723
Import,840,USA,United States of America,MAMTAU,Automotive products,2019,317722
Import,792,TUR,Turkey,MAMTAU,Automotive products,2019,12936
Import,756,CHE,Switzerland,MAMTAU,Automotive products,2019,14436
Import,414,KWT,"Kuwait, the State of",MAMTAU,Automotive products,2020,3323
Import,320,GTM,Guatemala,MAMTAU,Automotive products,2020,1010
Import,048,BHR,"Bahrain, Kingdom of",MAMTAU,Automotive products,2020,1015
Import,356,IND,India,MAMTAU,Automotive products,2020,4688
Import,191,HRV,Croatia,MAMTAU,Automotive products,2020,1611
Import,056,BEL,Belgium,MAMTAU,Automotive products,2020,48360
Import,376,ISR,Israel,MAMTAU,Automotive products,2020,5635
Import,442,LUX,Luxembourg,MAMTAU,Automotive products,2020,2822
Import,446,MAC,"Macao, China",MAMTAU,Automotive products,2020,221
Import,051,ARM,Armenia,MAMTAU,Automotive products,2020,153
Import,222,SLV,El Salvador,MAMTAU,Automotive products,2020,400
Import,268,GEO,Georgia,MAMTAU,Automotive products,2020,1005
Import,032,ARG,Argentina,MAMTAU,Automotive products,2020,4749
Import,072,BWA,Botswana,MAMTAU,Automotive products,2020,368
Import,124,CAN,Canada,MAMTAU,Automotive products,2020,56789
Import,070,BIH,Bosnia and Herzegovina,MAMTAU,Automotive products,2020,572
Import,158,CHT,Chinese Taipei,MAMTAU,Automotive products,2020,8900
Import,478,MRT,Mauritania,MAMTAU,Automotive products,2020,145
Import,132,CPV,Cabo Verde,MAMTAU,Automotive products,2020,49
Import,372,IRL,Ireland,MAMTAU,Automotive products,2020,3481
Import,008,ALB,Albania,MAMTAU,Automotive products,2020,380
Import,096,BRN,Brunei Darussalam,MAMTAU,Automotive products,2020,329
Import,060,BMU,Bermuda,MAMTAU,Automotive products,2019,34
Import,076,BRA,Brazil,MAMTAU,Automotive products,2019,15716
Import,068,BOL,"Bolivia, Plurinational State of",MAMTAU,Automotive products,2019,956
Import,056,BEL,Belgium,MAMTAU,Automotive products,2019,57728
Import,112,BLR,Belarus,MAMTAU,Automotive products,2019,2462
Import,040,AUT,Austria,MAMTAU,Automotive products,2019,19975
Import,028,ATG,Antigua and Barbuda,MAMTAU,Automotive products,2019,49
Import,084,BLZ,Belize,MAMTAU,Automotive products,2019,43
Import,156,CHN,China,MAMTAU,Automotive products,2019,80022
Import,004,AFG,Afghanistan,MAMTAU,Automotive products,2019,284
Import,108,BDI,Burundi,MAMTAU,Automotive products,2019,68
Import,152,CHL,Chile,MAMTAU,Automotive products,2019,8203
Import,048,BHR,"Bahrain, Kingdom of",MAMTAU,Automotive products,2019,1202
Import,070,BIH,Bosnia and Herzegovina,MAMTAU,Automotive products,2019,779
Import,096,BRN,Brunei Darussalam,MAMTAU,Automotive products,2019,297
Import,104,MMR,Myanmar,MAMTAU,Automotive products,2019,624
Import,031,AZE,Azerbaijan,MAMTAU,Automotive products,2019,873
Import,052,BRB,Barbados,MAMTAU,Automotive products,2019,90
Import,144,LKA,Sri Lanka,MAMTAU,Automotive products,2019,1048
Import,100,BGR,Bulgaria,MAMTAU,Automotive products,2019,1930
Import,036,AUS,Australia,MAMTAU,Automotive products,2019,25864
Import,132,CPV,Cabo Verde,MAMTAU,Automotive products,2019,45
Import,008,ALB,Albania,MAMTAU,Automotive products,2019,396
Import,116,KHM,Cambodia,MAMTAU,Automotive products,2019,1641
Import,072,BWA,Botswana,MAMTAU,Automotive products,2019,460
Import,124,CAN,Canada,MAMTAU,Automotive products,2019,75820
Import,024,AGO,Angola,MAMTAU,Automotive products,2019,612
Import,051,ARM,Armenia,MAMTAU,Automotive products,2019,270
Import,032,ARG,Argentina,MAMTAU,Automotive products,2019,5897
Import,504,MAR,Morocco,MAMTAU,Automotive products,2020,4476
Import,840,USA,United States of America,MAMTAU,Automotive products,2020,260069
Import,702,SGP,Singapore,MAMTAU,Automotive products,2020,3275
Import,508,MOZ,Mozambique,MAMTAU,Automotive products,2020,384
Import,440,LTU,Lithuania,MAMTAU,Automotive products,2020,2190
Import,484,MEX,Mexico,MAMTAU,Automotive products,2020,38991
Import,052,BRB,Barbados,MAMTAU,Automotive products,2020,95
Import,144,LKA,Sri Lanka,MAMTAU,Automotive products,2020,465
Import,276,DEU,Germany,MAMTAU,Automotive products,2020,121359
Import,893,MNE,Montenegro,MAMTAU,Automotive products,2020,132
Import,410,KOR,"Korea, Republic of",MAMTAU,Automotive products,2020,17963
Import,000,,World,MAMTAU,Automotive products,2020,1279646
Import,324,GIN,Guinea,MAMTAU,Automotive products,2020,213
Import,498,MDA,"Moldova, Republic of",MAMTAU,Automotive products,2020,275
Import,562,NER,Niger,MAMTAU,Automotive products,2020,179
Import,591,PAN,Panama,MAMTAU,Automotive products,2020,512
Import,528,NLD,Netherlands,MAMTAU,Automotive products,2020,28912
Import,360,IDN,Indonesia,MAMTAU,Automotive products,2020,3467
Import,918,EEC,European Union,MAMTAU,Automotive products,2020,484627
Import,174,COM,Comoros,MAMTAU,Automotive products,2020,27
Import,426,LSO,Lesotho,MAMTAU,Automotive products,2020,76
Import,380,ITA,Italy,MAMTAU,Automotive products,2020,35877
Import,470,MLT,Malta,MAMTAU,Automotive products,2020,167
Import,604,PER,Peru,MAMTAU,Automotive products,2020,2420
Import,752,SWE,Sweden,MAMTAU,Automotive products,2020,15577
Import,246,FIN,Finland,MAMTAU,Automotive products,2020,6283
Import,036,AUS,Australia,MAMTAU,Automotive products,2020,22939
Import,682,SAU,"Saudi Arabia, Kingdom of",MAMTAU,Automotive products,2020,13722
Import,620,PRT,Portugal,MAMTAU,Automotive products,2020,8399
Import,348,HUN,Hungary,MAMTAU,Automotive products,2020,12224
Import,860,UZB,Uzbekistan,MAMTAU,Automotive products,2020,1795
Import,662,LCA,Saint Lucia,MAMTAU,Automotive products,2019,43
Import,616,POL,Poland,MAMTAU,Automotive products,2019,26658
Import,643,RUS,Russian Federation,MAMTAU,Automotive products,2019,25204
Import,414,KWT,"Kuwait, the State of",MAMTAU,Automotive products,2019,4292
Import,203,CZE,Czech Republic,MAMTAU,Automotive products,2019,20980
Import,524,NPL,Nepal,MAMTAU,Automotive products,2019,516
Import,454,MWI,Malawi,MAMTAU,Automotive products,2019,190
Import,288,GHA,Ghana,MAMTAU,Automotive products,2019,1561
Import,178,COG,Congo,MAMTAU,Automotive products,2019,68
Import,450,MDG,Madagascar,MAMTAU,Automotive products,2019,193
Import,214,DOM,Dominican Republic,MAMTAU,Automotive products,2019,1541
Import,352,ISL,Iceland,MAMTAU,Automotive products,2019,482
Import,208,DNK,Denmark,MAMTAU,Automotive products,2019,7332
Import,480,MUS,Mauritius,MAMTAU,Automotive products,2019,389
Import,504,MAR,Morocco,MAMTAU,Automotive products,2019,5723
Import,222,SLV,El Salvador,MAMTAU,Automotive products,2019,531
Import,268,GEO,Georgia,MAMTAU,Automotive products,2019,1338
Import,554,NZL,New Zealand,MAMTAU,Automotive products,2019,5030
Import,174,COM,Comoros,MAMTAU,Automotive products,2019,21
Import,320,GTM,Guatemala,MAMTAU,Automotive products,2019,1231
Import,242,FJI,Fiji,MAMTAU,Automotive products,2019,139
Import,398,KAZ,Kazakhstan,MAMTAU,Automotive products,2019,2204
Import,158,CHT,Chinese Taipei,MAMTAU,Automotive products,2019,8264
Import,558,NIC,Nicaragua,MAMTAU,Automotive products,2019,134
Import,328,GUY,Guyana,MAMTAU,Automotive products,2019,103
Import,388,JAM,Jamaica,MAMTAU,Automotive products,2019,540
Import,646,RWA,Rwanda,MAMTAU,Automotive products,2019,68
Import,188,CRI,Costa Rica,MAMTAU,Automotive products,2019,880
Import,458,MYS,Malaysia,MAMTAU,Automotive products,2019,6605
Import,562,NER,Niger,MAMTAU,Automotive products,2019,179
Import,250,FRA,France,MAMTAU,Automotive products,2019,70412
Import,446,MAC,"Macao, China",MAMTAU,Automotive products,2019,283
Import,364,IRN,Iran,MAMTAU,Automotive products,2019,1032
Import,620,PRT,Portugal,MAMTAU,Automotive products,2019,11110
Import,300,GRC,Greece,MAMTAU,Automotive products,2019,2542
Import,418,LAO,Lao People's Democratic Republic,MAMTAU,Automotive products,2019,439
Import,426,LSO,Lesotho,MAMTAU,Automotive products,2019,90
Import,462,MDV,Maldives,MAMTAU,Automotive products,2019,25
Import,231,ETH,Ethiopia,MAMTAU,Automotive products,2019,698
Import,270,GMB,The Gambia,MAMTAU,Automotive products,2019,39
Import,233,EST,Estonia,MAMTAU,Automotive products,2019,1672
Import,340,HND,Honduras,MAMTAU,Automotive products,2019,554
Import,400,JOR,Jordan,MAMTAU,Automotive products,2019,1352
Import,218,ECU,Ecuador,MAMTAU,Automotive products,2019,1352
Import,196,CYP,Cyprus,MAMTAU,Automotive products,2019,702
Import,740,SUR,Suriname,MAMTAU,Automotive products,2019,160
Import,704,VNM,Viet Nam,MAMTAU,Automotive products,2019,6345
Import,768,TGO,Togo,MAMTAU,Automotive products,2019,95
Import,894,ZMB,Zambia,MAMTAU,Automotive products,2019,508
Import,826,GBR,United Kingdom,MAMTAU,Automotive products,2019,73527
Import,716,ZWE,Zimbabwe,MAMTAU,Automotive products,2019,320
Import,800,UGA,Uganda,MAMTAU,Automotive products,2019,410
Import,724,ESP,Spain,MAMTAU,Automotive products,2019,46802
Import,918,EEC,European Union,MAMTAU,Automotive products,2019,572119
Import,710,ZAF,South Africa,MAMTAU,Automotive products,2019,6712
Import,690,SYC,Seychelles,MAMTAU,Automotive products,2019,52
Import,804,UKR,Ukraine,MAMTAU,Automotive products,2019,5233
Import,784,ARE,United Arab Emirates,MAMTAU,Automotive products,2019,19296
Import,804,UKR,Ukraine,MAMTAU,Automotive products,2020,4970
Import,512,OMN,Oman,MAMTAU,Automotive products,2020,1026
Import,736,SDN,Sudan,MAMTAU,Automotive products,2019,1196
Import,780,TTO,Trinidad and Tobago,MAMTAU,Automotive products,2019,457
Import,585,PLW,Palau,MAMTAU,Automotive products,2020,8
Import,156,CHN,China,MAMTAU,Automotive products,2020,78116
Import,858,URY,Uruguay,MAMTAU,Automotive products,2020,596
Import,180,COD,Democratic Republic of the Congo,MAMTAU,Automotive products,2020,304
Import,586,PAK,Pakistan,MAMTAU,Automotive products,2020,1387
Import,710,ZAF,South Africa,MAMTAU,Automotive products,2020,4225
Import,748,SWZ,Eswatini,MAMTAU,Automotive products,2020,87
Import,784,ARE,United Arab Emirates,MAMTAU,Automotive products,2020,15279
Import,716,ZWE,Zimbabwe,MAMTAU,Automotive products,2020,249
Import,120,CMR,Cameroon,MAMTAU,Automotive products,2020,238
Import,458,MYS,Malaysia,MAMTAU,Automotive products,2020,4501
Import,646,RWA,Rwanda,MAMTAU,Automotive products,2020,63
Import,266,GAB,Gabon,MAMTAU,Automotive products,2020,130
Import,028,ATG,Antigua and Barbuda,MAMTAU,Automotive products,2020,24
Import,662,LCA,Saint Lucia,MAMTAU,Automotive products,2020,26
Import,462,MDV,Maldives,MAMTAU,Automotive products,2020,16
Import,242,FJI,Fiji,MAMTAU,Automotive products,2020,74
Import,480,MUS,Mauritius,MAMTAU,Automotive products,2020,266
Import,578,NOR,Norway,MAMTAU,Automotive products,2020,8463
Import,084,BLZ,Belize,MAMTAU,Automotive products,2020,31
Import,540,NCL,New Caledonia,MAMTAU,Automotive products,2020,223
Import,300,GRC,Greece,MAMTAU,Automotive products,2020,2145
Import,178,COG,Congo,MAMTAU,Automotive products,2020,70
Import,214,DOM,Dominican Republic,MAMTAU,Automotive products,2020,1169
Import,428,LVA,Latvia,MAMTAU,Automotive products,2020,1034
Import,352,ISL,Iceland,MAMTAU,Automotive products,2020,469
Import,040,AUT,Austria,MAMTAU,Automotive products,2020,16266
Import,566,NGA,Nigeria,MAMTAU,Automotive products,2020,4062
Import,780,TTO,Trinidad and Tobago,MAMTAU,Automotive products,2020,282
Import,296,KIR,Kiribati,MAMTAU,Automotive products,2020,5
Import,882,WSM,Samoa,MAMTAU,Automotive products,2020,14
Import,304,GRL,Greenland,MAMTAU,Automotive products,2020,38
Import,152,CHL,Chile,MAMTAU,Automotive products,2020,4982
Import,196,CYP,Cyprus,MAMTAU,Automotive products,2020,682
Import,231,ETH,Ethiopia,MAMTAU,Automotive products,2020,659
Import,417,KGZ,Kyrgyz Republic,MAMTAU,Automotive products,2020,180
Import,340,HND,Honduras,MAMTAU,Automotive products,2020,384
Import,204,BEN,Benin,MAMTAU,Automotive products,2020,138
Import,012,DZA,Algeria,MAMTAU,Automotive products,2020,1802
Import,050,BGD,Bangladesh,MAMTAU,Automotive products,2020,945
Import,170,COL,Colombia,MAMTAU,Automotive products,2020,3317
Import,344,HKG,"Hong Kong, China",MAMTAU,Automotive products,2020,2649
Import,116,KHM,Cambodia,MAMTAU,Automotive products,2020,1012
Import,533,ABW,"Aruba, the Netherlands with respect to",MAMTAU,Automotive products,2020,37
Import,398,KAZ,Kazakhstan,MAMTAU,Automotive products,2020,2311
Import,328,GUY,Guyana,MAMTAU,Automotive products,2020,104
Import,140,CAF,Central African Republic,MAMTAU,Automotive products,2020,77
Import,558,NIC,Nicaragua,MAMTAU,Automotive products,2020,171
Import,208,DNK,Denmark,MAMTAU,Automotive products,2020,6869
Import,270,GMB,The Gambia,MAMTAU,Automotive products,2020,48
Import,233,EST,Estonia,MAMTAU,Automotive products,2020,1331
Import,705,SVN,Slovenia,MAMTAU,Automotive products,2019,7414
Import,670,VCT,Saint Vincent and the Grenadines,MAMTAU,Automotive products,2019,16
Import,893,MNE,Montenegro,MAMTAU,Automotive products,2019,198
Import,748,SWZ,Eswatini,MAMTAU,Automotive products,2019,120
Import,788,TUN,Tunisia,MAMTAU,Automotive products,2019,1159
Import,703,SVK,Slovak Republic,MAMTAU,Automotive products,2019,18505
Import,678,STP,Sao Tomé and Principe,MAMTAU,Automotive products,2019,8
Import,858,URY,Uruguay,MAMTAU,Automotive products,2019,696
Import,807,MKD,North Macedonia,MAMTAU,Automotive products,2019,443
Import,752,SWE,Sweden,MAMTAU,Automotive products,2019,17771
Import,854,BFA,Burkina Faso,MAMTAU,Automotive products,2019,292
Import,860,UZB,Uzbekistan,MAMTAU,Automotive products,2019,2020
Import,686,SEN,Senegal,MAMTAU,Automotive products,2019,444
Import,892,SRB,Serbia,MAMTAU,Automotive products,2019,1530
Import,554,NZL,New Zealand,MAMTAU,Automotive products,2020,3734
Import,203,CZE,Czech Republic,MAMTAU,Automotive products,2020,18044
Import,724,ESP,Spain,MAMTAU,Automotive products,2020,36096
Import,894,ZMB,Zambia,MAMTAU,Automotive products,2020,374
Import,616,POL,Poland,MAMTAU,Automotive products,2020,20749
Import,643,RUS,Russian Federation,MAMTAU,Automotive products,2020,19565
Import,516,NAM,Namibia,MAMTAU,Automotive products,2020,339
Import,031,AZE,Azerbaijan,MAMTAU,Automotive products,2020,776
Import,288,GHA,Ghana,MAMTAU,Automotive products,2020,1509
Import,400,JOR,Jordan,MAMTAU,Automotive products,2020,1274
Import,364,IRN,Iran,MAMTAU,Automotive products,2020,680
Import,834,TZA,Tanzania,MAMTAU,Automotive products,2019,635
Import,694,SLE,Sierra Leone,MAMTAU,Automotive products,2019,76
Import,600,PRY,Paraguay,MAMTAU,Automotive products,2020,712
Import,100,BGR,Bulgaria,MAMTAU,Automotive products,2020,1551
Import,108,BDI,Burundi,MAMTAU,Automotive products,2020,74
Import,854,BFA,Burkina Faso,MAMTAU,Automotive products,2020,275
Import,705,SVN,Slovenia,MAMTAU,Automotive products,2020,5995
Import,450,MDG,Madagascar,MAMTAU,Automotive products,2020,159
Import,112,BLR,Belarus,MAMTAU,Automotive products,2020,1924
Import,104,MMR,Myanmar,MAMTAU,Automotive products,2020,666
Import,826,GBR,United Kingdom,MAMTAU,Automotive products,2020,56076
Import,776,TON,Tonga,MAMTAU,Automotive products,2020,12
Import,792,TUR,Turkey,MAMTAU,Automotive products,2020,17918
Import,404,KEN,Kenya,MAMTAU,Automotive products,2020,898
Import,686,SEN,Senegal,MAMTAU,Automotive products,2020,367
Import,068,BOL,"Bolivia, Plurinational State of",MAMTAU,Automotive products,2020,595
Import,768,TGO,Togo,MAMTAU,Automotive products,2020,178
Import,060,BMU,Bermuda,MAMTAU,Automotive products,2020,24
Import,756,CHE,Switzerland,MAMTAU,Automotive products,2020,13339
Import,422,LBN,Lebanese Republic,MAMTAU,Automotive products,2020,362
Import,076,BRA,Brazil,MAMTAU,Automotive products,2020,10558
Import,308,GRD,Grenada,MAMTAU,Automotive products,2020,22
Import,764,THA,Thailand,MAMTAU,Automotive products,2020,8295
Import,258,PYF,French Polynesia,MAMTAU,Automotive products,2020,133
Import,384,CIV,Côte d'Ivoire,MAMTAU,Automotive products,2020,644
Import,392,JPN,Japan,MAMTAU,Automotive products,2020,19043
Import,454,MWI,Malawi,MAMTAU,Automotive products,2020,173
Import,800,UGA,Uganda,MAMTAU,Automotive products,2020,404
Import,703,SVK,Slovak Republic,MAMTAU,Automotive products,2020,16716
Import,762,TJK,Tajikistan,MAMTAU,Automotive products,2020,206
Import,818,EGY,Egypt,MAMTAU,Automotive products,2020,4565
Import,704,VNM,Viet Nam,MAMTAU,Automotive products,2020,5366
Import,634,QAT,Qatar,MAMTAU,Automotive products,2020,1092
Import,642,ROM,Romania,MAMTAU,Automotive products,2020,8168
Import,834,TZA,Tanzania,MAMTAU,Automotive products,2020,546
Import,004,AFG,Afghanistan,MAMTAU,Automotive products,2020,416
Import,418,LAO,Lao People's Democratic Republic,MAMTAU,Automotive products,2020,317
Import,466,MLI,Mali,MAMTAU,Automotive products,2020,244
Import,892,SRB,Serbia,MAMTAU,Automotive products,2020,1212
Import,608,PHL,Philippines,MAMTAU,Automotive products,2020,3859
Import,690,SYC,Seychelles,MAMTAU,Automotive products,2020,23
Import,807,MKD,North Macedonia,MAMTAU,Automotive products,2020,366
Import,736,SDN,Sudan,MAMTAU,Automotive products,2020,1618
Import,524,NPL,Nepal,MAMTAU,Automotive products,2020,277
Import,388,JAM,Jamaica,MAMTAU,Automotive products,2020,416
Import,410,KOR,"Korea, Republic of",MAMTAU,Automotive products,2019,16832
Import,682,SAU,"Saudi Arabia, Kingdom of",MAMTAU,Automotive products,2019,14746
Import,764,THA,Thailand,MAMTAU,Automotive products,2019,9961
Import,887,YEM,Yemen,MAMTAU,Automotive products,2019,182
Import,762,TJK,Tajikistan,MAMTAU,Automotive products,2019,283
Import,818,EGY,Egypt,MAMTAU,Automotive products,2019,4477
Import,882,WSM,Samoa,MAMTAU,Automotive products,2019,35
Import,626,TLS,Timor-Leste,MAMTAU,Automotive products,2020,49
Import,250,FRA,France,MAMTAU,Automotive products,2020,61719
Import,218,ECU,Ecuador,MAMTAU,Automotive products,2020,1163
Import,188,CRI,Costa Rica,MAMTAU,Automotive products,2020,613
Import,600,PRY,Paraguay,MAMTOF,Office and telecom equipment,2020,1649
Import,756,CHE,Switzerland,MAMTOF,Office and telecom equipment,2020,11093
Import,752,SWE,Sweden,MAMTOF,Office and telecom equipment,2020,14663
Import,686,SEN,Senegal,MAMTOF,Office and telecom equipment,2020,307
Import,566,NGA,Nigeria,MAMTOF,Office and telecom equipment,2020,1791
Import,705,SVN,Slovenia,MAMTOF,Office and telecom equipment,2020,1506
Import,578,NOR,Norway,MAMTOF,Office and telecom equipment,2020,5665
Import,100,BGR,Bulgaria,MAMTOF,Office and telecom equipment,2020,1861
Import,454,MWI,Malawi,MAMTOF,Office and telecom equipment,2020,92
Import,108,BDI,Burundi,MAMTOF,Office and telecom equipment,2020,28
Import,792,TUR,Turkey,MAMTOF,Office and telecom equipment,2020,10294
Import,180,COD,Democratic Republic of the Congo,MAMTOF,Office and telecom equipment,2020,134
Import,258,PYF,French Polynesia,MAMTOF,Office and telecom equipment,2020,97
Import,414,KWT,"Kuwait, the State of",MAMTOF,Office and telecom equipment,2020,2280
Import,807,MKD,North Macedonia,MAMTOF,Office and telecom equipment,2020,330
Import,048,BHR,"Bahrain, Kingdom of",MAMTOF,Office and telecom equipment,2020,665
Import,854,BFA,Burkina Faso,MAMTOF,Office and telecom equipment,2020,105
Import,860,UZB,Uzbekistan,MAMTOF,Office and telecom equipment,2020,812
Import,140,CAF,Central African Republic,MAMTOF,Office and telecom equipment,2019,15
Import,854,BFA,Burkina Faso,MAMTOF,Office and telecom equipment,2019,118
Import,400,JOR,Jordan,MAMTOF,Office and telecom equipment,2019,969
Import,036,AUS,Australia,MAMTOF,Office and telecom equipment,2019,23221
Import,174,COM,Comoros,MAMTOF,Office and telecom equipment,2019,2
Import,380,ITA,Italy,MAMTOF,Office and telecom equipment,2019,23473
Import,100,BGR,Bulgaria,MAMTOF,Office and telecom equipment,2019,1855
Import,600,PRY,Paraguay,MAMTOF,Office and telecom equipment,2019,2536
Import,748,SWZ,Eswatini,MAMTOF,Office and telecom equipment,2019,51
Import,320,GTM,Guatemala,MAMTOF,Office and telecom equipment,2019,1334
Import,762,TJK,Tajikistan,MAMTOF,Office and telecom equipment,2019,61
Import,818,EGY,Egypt,MAMTOF,Office and telecom equipment,2019,3639
Import,068,BOL,"Bolivia, Plurinational State of",MAMTOF,Office and telecom equipment,2019,523
Import,710,ZAF,South Africa,MAMTOF,Office and telecom equipment,2019,7443
Import,060,BMU,Bermuda,MAMTOF,Office and telecom equipment,2019,38
Import,076,BRA,Brazil,MAMTOF,Office and telecom equipment,2019,17190
Import,108,BDI,Burundi,MAMTOF,Office and telecom equipment,2019,22
Import,324,GIN,Guinea,MAMTOF,Office and telecom equipment,2020,95
Import,764,THA,Thailand,MAMTOF,Office and telecom equipment,2019,28224
Import,418,LAO,Lao People's Democratic Republic,MAMTOF,Office and telecom equipment,2019,356
Import,724,ESP,Spain,MAMTOF,Office and telecom equipment,2019,17892
Import,422,LBN,Lebanese Republic,MAMTOF,Office and telecom equipment,2019,524
Import,642,ROM,Romania,MAMTOF,Office and telecom equipment,2019,6286
Import,404,KEN,Kenya,MAMTOF,Office and telecom equipment,2019,669
Import,180,COD,Democratic Republic of the Congo,MAMTOF,Office and telecom equipment,2019,189
Import,112,BLR,Belarus,MAMTOF,Office and telecom equipment,2019,1488
Import,887,YEM,Yemen,MAMTOF,Office and telecom equipment,2019,111
Import,591,PAN,Panama,MAMTOF,Office and telecom equipment,2020,1824
Import,104,MMR,Myanmar,MAMTOF,Office and telecom equipment,2019,580
Import,156,CHN,China,MAMTOF,Office and telecom equipment,2019,454380
Import,440,LTU,Lithuania,MAMTOF,Office and telecom equipment,2019,1763
Import,484,MEX,Mexico,MAMTOF,Office and telecom equipment,2019,69698
Import,740,SUR,Suriname,MAMTOF,Office and telecom equipment,2019,36
Import,496,MNG,Mongolia,MAMTOF,Office and telecom equipment,2019,200
Import,566,NGA,Nigeria,MAMTOF,Office and telecom equipment,2019,1778
Import,052,BRB,Barbados,MAMTOF,Office and telecom equipment,2019,59
Import,591,PAN,Panama,MAMTOF,Office and telecom equipment,2019,1923
Import,454,MWI,Malawi,MAMTOF,Office and telecom equipment,2019,188
Import,578,NOR,Norway,MAMTOF,Office and telecom equipment,2019,5807
Import,388,JAM,Jamaica,MAMTOF,Office and telecom equipment,2019,227
Import,504,MAR,Morocco,MAMTOF,Office and telecom equipment,2019,2042
Import,480,MUS,Mauritius,MAMTOF,Office and telecom equipment,2019,330
Import,892,SRB,Serbia,MAMTOF,Office and telecom equipment,2019,1051
Import,348,HUN,Hungary,MAMTOF,Office and telecom equipment,2019,15418
Import,860,UZB,Uzbekistan,MAMTOF,Office and telecom equipment,2019,666
Import,360,IDN,Indonesia,MAMTOF,Office and telecom equipment,2019,13899
Import,328,GUY,Guyana,MAMTOF,Office and telecom equipment,2019,60
Import,218,ECU,Ecuador,MAMTOF,Office and telecom equipment,2020,1343
Import,031,AZE,Azerbaijan,MAMTOF,Office and telecom equipment,2020,637
Import,060,BMU,Bermuda,MAMTOF,Office and telecom equipment,2020,27
Import,076,BRA,Brazil,MAMTOF,Office and telecom equipment,2020,16576
Import,068,BOL,"Bolivia, Plurinational State of",MAMTOF,Office and telecom equipment,2020,247
Import,250,FRA,France,MAMTOF,Office and telecom equipment,2020,37782
Import,400,JOR,Jordan,MAMTOF,Office and telecom equipment,2020,856
Import,344,HKG,"Hong Kong, China",MAMTOF,Office and telecom equipment,2020,320569
Import,188,CRI,Costa Rica,MAMTOF,Office and telecom equipment,2020,1197
Import,051,ARM,Armenia,MAMTOF,Office and telecom equipment,2020,238
Import,174,COM,Comoros,MAMTOF,Office and telecom equipment,2020,5
Import,404,KEN,Kenya,MAMTOF,Office and telecom equipment,2020,748
Import,918,EEC,European Union,MAMTOF,Office and telecom equipment,2020,480934
Import,276,DEU,Germany,MAMTOF,Office and telecom equipment,2020,101916
Import,191,HRV,Croatia,MAMTOF,Office and telecom equipment,2020,1338
Import,893,MNE,Montenegro,MAMTOF,Office and telecom equipment,2020,112
Import,768,TGO,Togo,MAMTOF,Office and telecom equipment,2020,67
Import,446,MAC,"Macao, China",MAMTOF,Office and telecom equipment,2020,1051
Import,892,SRB,Serbia,MAMTOF,Office and telecom equipment,2020,1088
Import,364,IRN,Iran,MAMTOF,Office and telecom equipment,2020,3608
