IndicatorCategory,IndicatorCode,Indicator,ReporterCode,ReporterISO3A,Reporter,PartnerCode,PartnerISO3A,Partner,ProductClassificationCode,ProductClassification,ProductCode,Product,PeriodCode,Period,FrequencyCode,Frequency,UnitCode,Unit,Year,ValueFlagCode,ValueFlag,Value
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,533,ABW,"Aruba, the Netherlands with respect to",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,200
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,752,SWE,Sweden,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,58123
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,600,PRY,Paraguay,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,3852
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,608,PHL,Philippines,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,41573
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,756,CHE,Switzerland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,52568
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,704,VNM,Viet Nam,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,108747
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,768,TGO,Togo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,370
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,32,ARG,Argentina,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,20119
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,762,TJK,Tajikistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,601
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,818,EGY,Egypt,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,14259
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,704,VNM,Viet Nam,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,123141
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,768,TGO,Togo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,587
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,682,SAU,"Saudi Arabia, Kingdom of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,47240
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,196,CYP,Cyprus,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,3063
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,784,ARE,United Arab Emirates,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,79195
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,174,COM,Comoros,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,34
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,690,SYC,Seychelles,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,266
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,893,MNE,Montenegro,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,648
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,634,QAT,Qatar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,11347
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,36,AUS,Australia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,88132
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,788,TUN,Tunisia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,6565
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,116,KHM,Cambodia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,4916
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,762,TJK,Tajikistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,744
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,231,ETH,Ethiopia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,3889
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,300,GRC,Greece,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2019,,,11782
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,826,GBR,United Kingdom,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,194481
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,764,THA,Thailand,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,76680
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,480,MUS,Mauritius,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,934
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,504,MAR,Morocco,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,14393
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,918,EEC,European Union,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1830605
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,716,ZWE,Zimbabwe,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1214
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,498,MDA,"Moldova, Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1422
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,800,UGA,Uganda,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMT,Machinery and transport equipment,A,Annual,A,Annual,USM,Million US dollar,2020,,,1569
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,608,PHL,Philippines,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,6789
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,384,CIV,CÙte d'Ivoire,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,567
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,180,COD,Democratic Republic of the Congo,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,402
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,484,MEX,Mexico,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,51144
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,496,MNG,Mongolia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,943
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,508,MOZ,Mozambique,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,531
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,440,LTU,Lithuania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,2905
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,566,NGA,Nigeria,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,4076
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,422,LBN,Lebanese Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1102
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,600,PRY,Paraguay,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,901
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,372,IRL,Ireland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,3926
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,380,ITA,Italy,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,46990
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,308,GRD,Grenada,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,26
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,392,JPN,Japan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,23484
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,578,NOR,Norway,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,9330
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,376,ISR,Israel,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,6773
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,604,PER,Peru,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,3613
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,417,KGZ,Kyrgyz Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,158
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,360,IDN,Indonesia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,6773
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,428,LVA,Latvia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1267
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,528,NLD,Netherlands,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,32328
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,586,PAK,Pakistan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1372
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,516,NAM,Namibia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,503
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,348,HUN,Hungary,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,13379
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,470,MLT,Malta,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,215
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,642,ROM,Romania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,9717
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,356,IND,India,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,5934
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,276,DEU,Germany,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,137325
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,246,FIN,Finland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,7118
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,442,LUX,Luxembourg,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,3197
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,204,BEN,Benin,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,133
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,634,QAT,Qatar,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1609
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,533,ABW,"Aruba, the Netherlands with respect to",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,77
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,626,TLS,Timor-Leste,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,62
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,404,KEN,Kenya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1012
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,498,MDA,"Moldova, Republic of",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,313
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,170,COL,Colombia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,4786
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,478,MRT,Mauritania,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,179
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,344,HKG,"Hong Kong, China",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,3408
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,266,GAB,Gabon,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,165
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,50,BGD,Bangladesh,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,1254
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,90,SLB,Solomon Islands,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,29
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,324,GIN,Guinea,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,253
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,512,OMN,Oman,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,1603
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,585,PLW,Palau,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,6
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,12,DZA,Algeria,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,3517
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,466,MLI,Mali,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,226
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,659,KNA,Saint Kitts and Nevis,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,24
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,540,NCL,New Caledonia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,260
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,44,BHS,Bahamas,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,187
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,296,KIR,Kiribati,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,6
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,304,GRL,Greenland,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,32
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,368,IRQ,Iraq,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,3326
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,120,CMR,Cameroon,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,238
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,258,PYF,French Polynesia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,157
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,591,PAN,Panama,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,1231
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,434,LBY,Libya,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,1501
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,140,CAF,Central African Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,82
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,426,LSO,Lesotho,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,90
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,462,MDV,Maldives,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,25
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,188,CRI,Costa Rica,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,880
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,458,MYS,Malaysia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,6605
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,562,NER,Niger,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,179
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,191,HRV,Croatia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,2218
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,554,NZL,New Zealand,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,5030
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,300,GRC,Greece,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,2542
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,418,LAO,Lao People's Democratic Republic,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,439
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,270,GMB,The Gambia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,39
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,233,EST,Estonia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1672
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,364,IRN,Iran,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1032
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,446,MAC,"Macao, China",0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,283
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,340,HND,Honduras,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,554
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,400,JOR,Jordan,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,1352
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,250,FRA,France,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,70412
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,231,ETH,Ethiopia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,,,698
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,504,MAR,Morocco,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2020,,,4476
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,702,SGP,Singapore,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2020,,,3275
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,840,USA,United States of America,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2020,,,260069
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,458,MYS,Malaysia,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2020,,,4501
Merchandise trade values,ITS_MTV_AM,Merchandise imports by product group - annual,780,TTO,Trinidad and Tobago,0,,World,SITC3,Merchandise - SITC Revision 3 (aggregates),MAMTAU,Automotive products,A,Annual,A,Annual,USM,Million US dollar,2019,E,Estimate,457
